1731331538	352	241	369	173	414	464	394	346	1456	1200	1200	1200	1199	1199	1200	0

1731331553	263	204	416	217	358	459	333	298	1456	1200	1200	1200	1199	1203	1200	0

1731331579	257	190	378	189	445	514	293	281	1456	1200	1200	1200	1199	1199	1200	0

1731331581	293	215	370	185	395	442	317	357	256	1200	1200	1200	1199	1199	1200	0

1731331589	313	30	477	35	585	1060	319	324	256	1201	1201	1201	1200	1200	1200	0

1731331597	425	233	81	31	20	654	421	497	1456	1200	1200	1200	1199	1199	1200	0

1731331600	252	205	355	211	356	394	315	293	1456	1200	1200	1200	1199	1199	1200	0

1731331603	220	30	33	29	19	21	80	186	1456	1200	1200	1200	1199	1199	1200	0

1731331605	258	196	398	202	373	422	595	875	256	1201	1201	1201	1200	1200	1200	0

1731331609	171	218	396	170	395	425	318	291	256	1200	1200	1200	1199	1199	1200	0

1731331661	283	239	492	193	356	549	292	305	1456	1200	1201	1201	1201	1201	1201	0

1731331668	309	530	442	202	29	24	26	431	1456	1200	1200	1200	1199	1199	1200	0

1731331671	290	257	384	170	565	430	343	289	1455	1200	1200	1200	1199	1199	1201	0

1731331679	276	225	460	216	530	441	288	293	1456	1200	1200	1200	1200	1200	1200	0

1731331681	291	184	408	175	346	381	289	312	1456	1200	1200	1200	1199	1199	1200	0

1731331681	361	262	411	232	891	851	630	622	256	1201	1201	1201	1200	1200	1200	0

1731331691	240	207	341	196	358	414	292	236	1456	1199	1200	1200	1199	1199	1200	0

1731331697	275	220	468	191	468	436	390	375	1441	1199	1200	1200	1200	1200	1200	0

1731331708	293	217	398	241	698	599	370	241	1456	1200	1200	1200	1200	1200	1200	0

1731331710	244	196	400	172	502	639	321	342	1455	1200	1200	1200	1199	1199	1200	0

1731331736	262	172	336	171	371	425	398	285	1455	1199	1200	1200	1199	1199	1200	0

1731331751	299	24	40	27	18	21	195	230	1456	1200	1200	1200	1199	1199	1200	0

1731331769	310	230	400	195	689	565	347	364	1457	1201	1201	1201	1200	1200	1200	0

1731331774	260	215	778	192	350	523	493	300	1456	1200	1200	1200	1199	1199	1200	0

1731331776	289	191	344	167	562	500	279	255	1456	1200	1200	1200	1199	1199	1200	0

1731331777	295	241	504	320	714	1014	290	470	1456	1200	1200	1200	1199	1199	1200	0

1731331781	311	204	375	179	516	435	422	322	1457	1201	1201	1201	1200	1200	1200	0

