1730738961	30	25	29	27	17	20	22	19	1469	1213	1213	1212	1212	1212	1213	1213

1730738996	27	21	27	23	14	17	21	17	1469	1213	1213	1212	1212	1212	1213	1213

1730739026	36	31	35	31	20	23	24	22	1469	1213	1213	1212	1213	1212	1213	1213

1730739036	32	25	29	25	16	18	21	18	1469	1213	1213	1212	1212	1212	1213	1213

1730739038	29	24	29	26	17	20	23	20	1469	1213	1213	1212	1212	1212	1213	1213

1730739043	30	27	34	30	20	23	25	22	1469	1213	1213	1212	1212	1212	1213	1213

1730739044	29	24	30	27	18	21	24	21	1469	1213	1213	1212	1212	1212	1213	1213

1730739071	33	26	30	26	16	19	21	18	1469	1213	1213	1213	1212	1212	1213	1213

1730739106	28	25	30	27	18	20	23	19	1469	1213	1213	1212	1212	1212	1213	1213

1730739109	24	20	27	24	15	19	22	19	1469	1213	1213	1212	1212	1212	1213	1213

1730739111	30	26	33	29	20	23	24	21	1469	1213	1213	1213	1213	1212	1213	1213

1730739116	32	27	31	26	16	19	21	19	1469	1213	1213	1213	1212	1212	1213	1213

1730739118	34	30	35	31	20	23	24	22	1469	1213	1213	1212	1212	1212	1213	1213

1730739124	33	28	33	28	18	20	22	19	1469	1213	1213	1213	1212	1212	1213	1213

1730739127	28	24	31	28	18	21	24	20	1469	1213	1213	1213	1212	1212	1213	1213

1730739128	24	19	26	22	15	17	21	18	1469	1213	1213	1213	1212	1212	1213	1213

1730739131	34	30	35	31	20	23	24	22	1469	1213	1213	1212	1212	1212	1213	1213

1730739133	29	23	27	23	14	17	20	17	1469	1213	1213	1212	1212	1212	1213	1213

1730739137	24	20	27	23	15	18	21	18	1469	1213	1213	1213	1212	1212	1213	1213

1730739137	200	259	523	172	189	351	267	628	1468	1212	1213	1213	1213	1213	1213	0

1730739141	27	23	29	26	17	21	23	20	1469	1213	1213	1213	1213	1212	1213	1213

1730739146	27	21	26	22	14	16	20	17	1469	1213	1213	1212	1213	1212	1213	1213

1730739149	27	23	29	25	16	20	22	19	1468	1213	1213	1212	1213	1212	1213	1213

1730739157	33	29	36	30	20	23	24	22	1469	1213	1213	1213	1212	1212	1213	1213

1730739161	28	24	31	28	19	22	24	21	1469	1213	1213	1212	1213	1212	1213	1213

1730739164	28	24	31	27	18	21	24	20	1469	1213	1213	1213	1212	1212	1213	1213

1730739164	27	23	29	25	17	20	23	20	1469	1213	1213	1212	1212	1212	1213	1213

1730739166	35	29	33	28	18	21	23	19	1469	1213	1213	1212	1212	1212	1213	1213

1730739169	30	23	28	24	14	17	20	17	1469	1213	1213	1212	1212	1212	1213	1213

1730739171	309	294	457	433	437	489	298	267	256	0	1215	1215	1214	1214	1214	0

1730739180	33	27	32	26	17	19	21	19	1469	1213	1213	1212	1212	1212	1213	1213

1730739187	32	28	35	31	21	24	25	23	1469	1213	1213	1213	1212	1212	1213	1213

1730739188	26	22	28	26	17	20	23	20	1469	1213	1213	1212	1212	1212	1213	1213

1730739189	32	26	32	26	16	19	21	18	1469	1213	1213	1212	1212	1212	1213	1213

1730739190	29	24	31	28	19	22	24	21	1469	1213	1213	1212	1212	1212	1213	1213

1730739191	33	29	36	31	21	24	25	22	1469	1213	1213	1213	1212	1212	1213	1213

1730739193	34	30	37	32	22	24	25	23	1469	1213	1213	1213	1212	1212	1213	1213

1730739194	30	25	31	27	18	21	23	21	1469	1213	1213	1212	1212	1212	1213	1213

1730739195	25	20	29	22	14	17	21	17	1469	1213	1213	1213	1212	1212	1213	1213

1730739197	27	23	29	26	17	20	23	20	1469	1213	1213	1213	1212	1212	1213	1213

1730739206	36	31	38	32	21	24	25	22	1469	1213	1213	1212	1212	1212	1213	1213

1730739215	366	192	36	30	19	22	23	20	256	1213	1213	1213	1213	1211	1213	1213

1730739218	28	23	30	26	17	20	23	20	1469	1213	1213	1213	1212	1212	1213	1213

1730739222	28	23	30	26	17	20	23	20	1469	1213	1213	1212	1212	1212	1213	1213

1730739222	29	26	31	28	18	21	23	20	1469	1213	1213	1213	1212	1212	1213	1213

1730739236	31	28	33	28	18	21	23	19	1469	1213	1213	1213	1212	1212	1213	1213

1730739245	28	24	31	27	18	21	24	21	1469	1213	1213	1213	1213	1212	1213	1213

